project_id,para_id,text,source,total_eval,eval_year,分野,region_detail,project_para_count,cluster,bad_flag,doc_weight,pc1,pc2,pc3
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0200600_4_f.pdf,0,事前評価時に設定された運用効果指標の大半は実施機関でデータ収集がなされていない。実施機関が事業実施や組織運営のためどのような指標を定期的に収集しているかを確認の上、継続的なデータ収集が可能な指標を設定する等、基本設計調査時においてモニタリング体制を確立しておくことが望ましい。,2010_0200600_4_f.pdf,4,2010,運輸交通一般,東アフリカ,1,29,0,1,-0.1667111,0.10184456,0.070068724
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0202100_4_f.pdf,0,＜指標設定及び基準値の確認にかかる教訓＞本事業の事業事前評価表においては、運用指標と定性的指標が含まれていなかった。今後は、より総合的に評価するため、事業事前評価表には、一日最大/平均給水量、最大・平均施設利用率などの運用指標や水質などの定性的指標も含めることが望ましい。一方、給水人口や給水率といった効果指標については、省毎の目標値のみ記載され、水因性疾病罹患率の基準値・目標値については全コミューンの平均が記載されていた。コミューンによって状況が異なることに考慮し、今後は、コミューン毎の基準値・目標値を記載することが望ましい。,2010_0202100_4_f.pdf,3,2010,上水道,東南アジア,1,29,0,1,-0.13179047,-0.030216886,-0.07176797
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0211100_4_f.pdf,0,本事業では植林の活着率95％以上という非常に高い成果を達成した。侵食を受けやすい黄土が厚く堆積し、険しい地形の黄土高原昕水河流域でも造林が不可能ではないことが証明された。主な成功要因は、これまで中国の植林では十分に実施されていなかった計画と実施段階における施工監理にある。計画段階では、作業種、作業種ごとの作業量、規格・基準、造林対象地などを正確に調査し、日中両国の協議を経て入念な設計図を作成した。これによって、植物生理に基づく作業適期での実施が可能となり、詳細設計の変更を最小限に留めることができた。実施段階では、設計図に基づき必要な投資をして正確、確実に実行したことで高い品質が確保された。詳細設計では状況の変化に応じて、整地方法や樹種を変更したり、植栽本数を増減させたり、植林面積の調整を行ったりするなど全体的な調整が行われた。,2010_0211100_4_f.pdf,4,2010,環境問題,東アジア,2,6,0,0.5,0.1279897,-0.06265801,-0.05335412
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0211100_4_f.pdf,1,厳格な施工監理に加え、地域の農民を事業に巻き込んだことも円滑な実施と効果促進の要因といえる。森林が地域にとって価値があることを理解してもらうため、そして事業に対しても理解と協力を得られるよう、農民参加の事業計画をともに策定し、技術訓練や啓発セミナーを受けた農民が直接、植林作業を実施するという方法をとった。事業目的達成において特にソフトコンポーネントが果たした役割は大きく、植林作業に合わせて日本人コンサルタントによる指導・監督のもと実効性のある普及活動を実施し、農民の植林技術や意識の向上を図らなければ、正確な植林作業も高い活着率達成も困難だっただろう。以上のように、ソフトコンポーネントを組み合わせて相乗的に効果を高めた本事業は、植林事業の好事例として広く参考にされるべきである。,2010_0211100_4_f.pdf,4,2010,環境問題,東アジア,2,6,0,0.5,0.18199642,-0.06657898,0.013459686
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0300700_4_f.pdf,0,(1) 道路交通安全啓蒙活動と一体化した交通安全向上への取組の必要性一般的に本事業のような道路改良の事業では実施後に重大事故が増加する傾向にあり、その主要因は、いずれもドライバーの運転マナーや歩行者の交通安全に関する認識の欠如である。社会配慮の面から、負のインパクトの可能な限り回避するためには、道路工事を行う際、ドライバーや地域住民に対し、交通安全教育を十分に行うことが肝要である。本事業においても基本設計報告書でガーナ国側へ交通安全の啓蒙を提言していたが実施されなかった。援助国側としては、道路の開発・改良事業を行う際は、被援助国側に対して事業実施完了までの必須条件として交通安全教育・啓蒙活動を実施することを強く要求することが必要である。,2010_0300700_4_f.pdf,3,2010,道路,西アフリカ,1,10,0,1,-0.036161926,-0.07691613,-0.031867385
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0304000_4_f.pdf,0,教訓•アウトプット（教室等）の数値目標を適正に設定するためには、生徒数の正確な把握と増減予測が肝要である。相手国教育省に正確なデータを依頼・確認すると同時に、実際に数校をサンプルとして、実際の登録数を確認することも必要に応じて行う。•溜おき式便所の建設にあたっては、協力事業内で統一せずに、各学校の敷地の広さ、維持管理予算を相手国実施機関と十分に検討・協議した上で、本事業のような固定式とするか、対象国の標準設計の移動式とするか決定する。•施設の維持管理・修繕については、日本側コンサルタントは頻度・分担・方法・資材調達方法等について具体的に維持管理マニュアルに取り纏め、相手国実施機関・学校で共有する。施設の引渡し時に、教員、保護者、相手国実施機関関係者に運営維持管理方法につき説明がされていることをコンサルタントは確認する。,2010_0304000_4_f.pdf,3,2010,教育,中央アメリカ,1,11,0,1,0.021315321,-0.020600509,-0.02571857
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0306300_4_f.pdf,0,予防接種拡大計画を改善するためには、中央から保健所までの効果的なロジスティック管理体制の確立が重要要素の一つである。したがって、支援内容が支援対象国の現行の予防接種拡大計画プログラムにとって実施可能な内容となるためには、支援対象国の現在のロジスティック管理体制、対応能力を入念に精査する必要がある。,2010_0306300_4_f.pdf,3,2010,保健・医療,東南アジア,1,1,0,1,0.000550097,0.09826077,0.06632391
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0307400_4_f.pdf,0,本事業では、資機材調達を通して住民参加による学校建設を支援することで、現地のリソースを活用したより効率的な学校建設を可能とし、対象郡の教育の量的改善にとって有意義であったと考える。ただし、事前評価時には無いとされていた土地収用が一部で行われており、その際には十分な検討や調整が行われていなかった可能性がある。今後はこのような事態が発生しないよう、事前の情報提供・確認を改善する必要がある。一方で、品質管理をした資機材調達や建設モニタリングの強化などを重視する支援を行うことによって、住民参加ながらも「より質の高い教室」を建設することが可能であり、教室環境の改善のみならず防災にとっても有効であることを示すために、JICA 側からネパール政府及び他ドナーに対して一層のアピールを行っていくことが重要である。,2010_0307400_4_f.pdf,3,2010,教育,南アジア,2,11,0,0.5,0.0294137,-0.04924916,-0.014081168
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0307400_4_f.pdf,1,本事業のアウトプットを「住民参加による質の良い教室建設」を進めるためのデモンストレーションとして効果的に活用することで、教育局や郡教育事務所にとってのプロジェクト支援のメリットを明示することが可能と考える。,2010_0307400_4_f.pdf,3,2010,教育,南アジア,2,11,0,0.5,0.14479913,0.11792349,0.028758291
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0309700_4_f.pdf,0,本事業の定量的効果として、新規給水人口や給水率にかかる目標値が設定されているが、ここで設定された目標値を達成するには、5 年後においても施設稼働率100％を維持する必要がある。マリ国の飲用水にかかる国家開発戦略では人力ポンプ式深井戸の稼働率は70％～80％を目標としている。このため、まずは目標とすべき稼働率を設定した上で、新規給水人口や給水率にかかる目標値を検討すべきである。なお、本事業では、計画段階で、目標とする稼働率やダウンタイムが設定されていないが、事業の裨益効果をはかる重要な指標と考えられることから、今後は指標の設定を検討すべきと判断される。小規模給水施設の維持管理について、マリ国では2004 年に策定したSTEFI の枠組みを2005 年から実施し、2010 年でちょうど5 年が経過している。,2010_0309700_4_f.pdf,3,2010,上水道,西アフリカ,3,8,0,0.333333333,-0.04437722,-0.036769684,-0.06758004
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0309700_4_f.pdf,1,また、現在は地方分権化の流れを受けて、コミューン、民間会社および水利用者組合の３者のみで給水施設を維持管理する体制に移行中である。この民間会社を維持管理体制に組み込む方式は、マリ国以外の国でもモデル化等が検討されているが、民間の活用が一部に留まるなど、プロジェクト終了後の普及展開には課題も多い。今回評価調査を通じて、STEFI の枠組みは、技術面については課題があるものの、財務面については2AEP とGCSAEP がそれぞれ構築している会計システムが機能しており、類似案件の参考となる事例の一つであるといえよう。本事業の間接効果として期待されている水因性疾病の減尐、女性の社会参加の促進、および子供の就学機会の向上は、村落給水事業のインパクトとしてよく用いられる指標である。,2010_0309700_4_f.pdf,3,2010,上水道,西アフリカ,3,8,0,0.333333333,0.024168352,-0.045173865,-0.07184527
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0309700_4_f.pdf,2,今回の詳細社会調査に対する統計的分析結果から、本事業で設置した深井戸を利用する住民は、深井戸利用により下痢症が大きく減尐したという印象を強く持っていることが認められた。ここから村落住民は、安全な水の利用と下痢症の軽減との関係を実感しているものと判断される。また、深井戸設置による≪女性の家事環境改善≫と≪世帯の経済状況の改善≫とに強い相関があり、特に女性の収入活動の参加がこれに影響していることが認められた。裏返せば、マリ国の村落女性にとって、水汲み労働は大きな負担であり、これが女性の収入創出活動を阻害する要因になっていたと言える。一方で、≪深井戸の水の利用≫と≪就学機会の増加≫は深井戸利用以外の要因が大きく影響しているためそれほど強い相関は認められなかった。以上から、今後、類似事業に対する間接効果を設定する際には、今回調査の結果を一つの参考とし、より慎重に検討すべきである。,2010_0309700_4_f.pdf,3,2010,上水道,西アフリカ,3,17,0,0.333333333,0.06867042,-0.08212991,-0.11246311
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0400200_4_f.pdf,0,本事業の持続性は③という評価で、持続性は高い。これは我が国が、10年を超える期間、実施機関に対して無償資金協力と技術協力を組み合わせた包括的な協力を実施してきたこと等により実施機関のハード面及びソフト面における技術が向上していることに加え、インドネシア政府が遺伝資源の活用を含めた生物多様性保全の重要性を認識し、政策的意図から実施機関の体制及び財務を増強させていることによるところが大きいと考えられる。,2010_0400200_4_f.pdf,4,2010,環境問題,東南アジア,1,13,0,1,0.11708059,-0.018515954,0.020482903
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0400300_4_f.pdf,0,(1) 維持管理費の確保本事業においては、施設・機材の維持管理費の充当の可能性について、計画時にフエ中央病院や保健省により確認されたにもかかわらず、実際には十分な予算の配分がなされていなかった。今後同様の支援実施の際には、維持管理費の確保状況については、事業計画時の協議のみならず、事業実施中及び実施後も可能な範囲で確認し、特に、無償資金協力へのフォローアップや連携の技術協力を実施する場合は、その中で、実施機関への助言や対応策を共有することが望ましい。(2) 無償資金協力と技術協力プロジェクトの連携効果（グッドプラクティス）本事業の関連案件として、フエ中央病院に対する中部地域の省病院への研修機能拡充を目指して、技術協力「中部地域医療サービス向上プロジェクト」が実施された。,2010_0400300_4_f.pdf,4,2010,保健・医療,東南アジア,2,0,0,0.5,-0.050019488,-0.01279694,0.008439302
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0400300_4_f.pdf,1,その結果、無償資金協力による高次病院の基盤整備の成果が、技術協力プロジェクトにより地域医療の改善に広く貢献し、その連携効果が認められた。従って、今後同様の高次病院への支援を計画する場合は、地域内の下位病院への技術移転やリファラルシステム改善などの要素を含んだ連携案件を検討することも一案である。,2010_0400300_4_f.pdf,4,2010,保健・医療,東南アジア,2,13,0,0.5,0.11374202,0.055859398,0.058026068
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0401100_4_f.pdf,0,スペアパーツが調達されていない為、フロック形成池のフロキュレーター計8 台のうち2 台が現在停止している。維持管理機関にとって自立してスペアパーツを購入し維持管理を行いやすくする為に、今後類似の事業を実施する際には現地におけるスペアパーツ取扱業者の情報を事前に維持管理機関に教示するとともに、可能な限り現地で調達可能なスペアパーツを使用した設備を導入すべきである。,2010_0401100_4_f.pdf,4,2010,上水道,北アフリカ,1,0,0,1,-0.07482457,0.14594868,-0.08083468
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0401200_4_f.pdf,0,(1) 基本設計調査時において、受益地における水不足の解消が事業目的として掲げられており、この目的達成に影響する要因のひとつである小規模灌漑施設については大きな問題がないと判断されていた。しかし、事後評価時において、サコーラ堰からの取水自体には（7 月を除いて）概ね問題がないと思われる一方、小規模構造物の老朽化等を主な原因として、特に支線水路下流において水不足が発生している。今後同様の目的を持つ事業を実施する際には事前に小規模灌漑施設等を含む事業目的達成に影響を与える要因に係る詳細な調査を行うことが望ましい。(2) 短期間に緊急性を要する事業を実施するという無償資金協力事業の性格を踏まえると、本事業においてサコーラ堰の他に多数存在する小規模灌漑施設の改修・更新まで行うのは困難であったものと想像される。,2010_0401200_4_f.pdf,3,2010,農業一般,北アフリカ,2,23,0,0.5,-0.08989411,-0.0651015,-0.081933856
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0401200_4_f.pdf,1,今後同様の事業を実施する際、緊急性を要する部分を無償資金協力にて実施し、あわせてある程度長期間を要する部分を有償資金協力等の他のスキームを活用して実施することも有益であると思われる。,2010_0401200_4_f.pdf,3,2010,農業一般,北アフリカ,2,27,0,0.5,-0.018439773,0.15598398,0.11160339
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0402400_4_f.pdf,0,道路・橋梁案件の事業効果を定量的に判定する指標として、交通量データは重要である。モドリッチャ橋に関し、事前評価時において将来の交通量は予測されていたものの事後評価時（あるいは完成後数年の段階）ではなく、2020年と遠い将来の予測であった。また、事前評価時の交通量測定方法と実施機関が行っている測定方法とが異なっていたため、それぞれの結果を用いての交通量変化の把握は困難であった。事前評価時においては事後評価実施も見据え、事業終了後も継続して測定可能な方法か否かを考慮した上で、それに基づく指標（交通量）を設定することが望ましい。以上,2010_0402400_4_f.pdf,4,2010,運輸交通一般,南ヨーロッパ,1,29,0,1,-0.1585659,-0.05753933,-0.018053982
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0406300_4_f.pdf,0,(1) 全体計画の作成、事業のタイムリーな実施、および信頼関係の構築本事業を含む一連の協力では、連携による相乗効果が正のインパクトとして発現した。その成功要因は、①全体計画の作成、②事業のタイムリーな実施、③信頼関係の構築であった。案件の連携を検討する場合は、先発案件における一定の成果を基に、後発案件群の計画を含む一連の協力の全体計画を綿密に作成することが望ましい。その上で、適切な時期に事業を実施することが相乗効果の発現につながると考えられる。また、実施においては、実施機関と日本人関係者が今後の課題および将来の方向性を明確に共有し、信頼関係を醸成することが重要である。(2) エンドユーザーを交えた機材リストの確認本事業では、調達機材が多種類かつ多数にわたったことから、一部不適切な機材が調達されるケースが生じた。,2010_0406300_4_f.pdf,4,2010,保健・医療,南アジア,3,13,0,0.333333333,0.0968268,-0.06487947,0.109138615
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0406300_4_f.pdf,1,実施機関及び本邦コンサルタント会社は入札図書作成前に研究者などエンドユーザーを交えて機材モデルおよびその使用方法についての確認を徹底することが望ましい。(3) 瑕疵検査における機材の管理状況の確認の徹底本事業の瑕疵検査では、機材の問題点（一部不適切な機材の調達、及び一部の機材の管理状況）が把握されていなかった。瑕疵検査には本邦コンサルタントの建設設計担当者だけではなく、機材担当者も立ち会って、機材の維持管理、保守契約について実施機関と再確認することが望ましい。(4) 年間維持管理費の見積りの厳密化本事業では、施設の年間維持管理費が計画の4 倍に増加した。これまで上部機関の支援により、本実施機関では支払いに支障は生じていないが、今後持続性が損なわれる可能性があることは否めない。施設を建設する案件においては、基本設計調査時に年間維持管理費をより厳密に見積もることが望ましい。,2010_0406300_4_f.pdf,4,2010,保健・医療,南アジア,3,0,0,0.333333333,-0.082057364,0.00293226,-0.040654063
